time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,gameIsPaused,trialEvent
139.0258,376.7829,0.63,313.3208,0,133.6913,0,False,1
139.0337,350,0.6,396,0,180,0,False,0
139.0764,350,0.6,396,0,180,0,False,0
139.0897,350,0.6,396,0,180,0,False,0
139.1022,350,0.6,396,0,180,0,False,0
139.1064,350,0.6,396,0,180,0,False,0
139.1085,350,0.6,396,0,180,0,False,0
139.1131,350,0.6,396,0,180,0,False,0
139.1221,350,0.6,396,0,180,0,False,0
139.131,350,0.6,396,0,180,0,False,0
139.1398,350,0.6,396,0,180,0,False,0
139.1479,350,0.6,396,0,180,0,False,0
139.1567,350,0.6,396,0,180,0,False,0
139.1648,350,0.6,396,0,180,0,False,0
139.1749,350,0.6,396,0,180,0,False,0
139.181,350,0.6,396,0,180,0,False,0
139.1911,350,0.6,396,0,180,0,False,0
139.1987,350,0.6,396,0,180,0,False,0
139.2087,350,0.6,396,0,180,0,False,0
139.2148,350,0.6,396,0,180,0,False,0
139.2248,350,0.6,396,0,180,0,False,0
139.2326,350,0.6,396,0,180,0,False,0
139.2411,350,0.6,396,0,180,0,False,0
139.2485,350,0.6,396,0,180,0,False,0
139.2586,350,0.6,396,0,180,0,False,0
139.2647,350,0.6,396,0,180,0,False,0
139.2748,350,0.6,396,0,180,0,False,0
139.2825,350,0.6,396,0,180,0,False,0
139.2926,350,0.6,396,0,180,0,False,0
139.2988,350,0.6,396,0,180,0,False,0
139.3104,350,0.6,396,0,180,0,False,0
139.3167,350,0.6,396,0,180,0,False,0
139.3265,350,0.6,396,0,180,0,False,0
139.3335,350,0.6,396,0,180,0,False,0
139.3435,350,0.6,396,0,180,0,False,0
139.3514,350,0.6,396,0,180,0,False,0
139.3613,350,0.6,396,0,180,0,False,0
139.3674,350,0.6,396,0,180,0,False,0
139.3784,350,0.6,396,0,180,0,False,0
139.3846,350,0.6,396,0,180,0,False,0
139.3948,350,0.6,396,0,180,0,False,0
