time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,gameIsPaused,trialEvent
1322.574,392.9093,0.63,363.9175,0,70.3676,0,False,1
1322.586,306.2514,0.6,364.2148,0,108,0,False,0
1322.634,306.2514,0.6,364.2148,0,108,0,False,0
1322.646,306.2514,0.6,364.2148,0,108,0,False,0
1322.649,306.2514,0.6,364.2148,0,108,0,False,0
1322.651,306.2514,0.6,364.2148,0,108,0,False,0
1322.661,306.2514,0.6,364.2148,0,108,0,False,0
1322.669,306.2514,0.6,364.2148,0,108,0,False,0
1322.68,306.2514,0.6,364.2148,0,108,0,False,0
1322.688,306.2514,0.6,364.2148,0,108,0,False,0
1322.699,306.2514,0.6,364.2148,0,108,0,False,0
1322.711,306.2514,0.6,364.2148,0,108,0,False,0
1322.719,306.2514,0.6,364.2148,0,108,0,False,0
1322.731,306.2514,0.6,364.2148,0,108,0,False,0
1322.741,306.2514,0.6,364.2148,0,108,0,False,0
1322.751,306.2514,0.6,364.2148,0,108,0,False,0
1322.761,306.2514,0.6,364.2148,0,108,0,False,0
1322.769,306.2514,0.6,364.2148,0,108,0,False,0
1322.781,306.2514,0.6,364.2148,0,108,0,False,0
1322.79,306.2514,0.6,364.2148,0,108,0,False,0
1322.801,306.2514,0.6,364.2148,0,108,0,False,0
1322.813,306.2514,0.6,364.2148,0,108,0,False,0
1322.821,306.2514,0.6,364.2148,0,108,0,False,0
1322.832,306.2514,0.6,364.2148,0,108,0,False,0
1322.841,306.2514,0.6,364.2148,0,108,0,False,0
1322.852,306.2514,0.6,364.2148,0,108,0,False,0
1322.862,306.2514,0.6,364.2148,0,108,0,False,0
1322.87,306.2514,0.6,364.2148,0,108,0,False,0
1322.882,306.2514,0.6,364.2148,0,108,0,False,0
1322.894,306.2514,0.6,364.2148,0,108,0,False,0
1322.901,306.2514,0.6,364.2148,0,108,0,False,0
1322.913,306.2514,0.6,364.2148,0,108,0,False,0
1322.921,306.2514,0.6,364.2148,0,108,0,False,0
1322.932,306.2514,0.6,364.2148,0,108,0,False,0
1322.945,306.2514,0.6,364.2148,0,108,0,False,0
1322.952,306.2514,0.6,364.2148,0,108,0,False,0
1322.963,306.2514,0.6,364.2148,0,108,0,False,0
1322.971,306.2514,0.6,364.2148,0,108,0,False,0
1322.984,306.2514,0.6,364.2148,0,108,0,False,0
1322.994,306.2514,0.6,364.2148,0,108,0,False,0
1323.002,306.2514,0.6,364.2148,0,108,0,False,0
1323.014,306.2514,0.6,364.2148,0,108,0,False,0
1323.022,306.2514,0.6,364.2148,0,108,0,False,0
1323.033,306.2514,0.6,364.2148,0,108,0,False,0
