time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,gameIsPaused,trialEvent
459.6552,376.4947,0.63,313.3426,0,138.4265,0,False,1
459.6653,350,0.6,396,0,180,0,False,0
459.708,350,0.6,396,0,180,0,False,0
459.7208,350,0.6,396,0,180,0,False,0
459.7231,350,0.6,396,0,180,0,False,0
459.7252,350,0.6,396,0,180,0,False,0
459.7327,350,0.6,396,0,180,0,False,0
459.7405,350,0.6,396,0,180,0,False,0
459.7505,350,0.6,396,0,180,0,False,0
459.7566,350,0.6,396,0,180,0,False,0
459.7665,350,0.6,396,0,180,0,False,0
459.7744,350,0.6,396,0,180,0,False,0
459.7844,350,0.6,396,0,180,0,False,0
459.7906,350,0.6,396,0,180,0,False,0
459.8005,350,0.6,396,0,180,0,False,0
459.8083,350,0.6,396,0,180,0,False,0
459.8183,350,0.6,396,0,180,0,False,0
459.8244,350,0.6,396,0,180,0,False,0
459.8344,350,0.6,396,0,180,0,False,0
459.8421,350,0.6,396,0,180,0,False,0
459.8522,350,0.6,396,0,180,0,False,0
459.8614,350,0.6,396,0,180,0,False,0
459.8709,350,0.6,396,0,180,0,False,0
459.8792,350,0.6,396,0,180,0,False,0
459.8872,350,0.6,396,0,180,0,False,0
459.8988,350,0.6,396,0,180,0,False,0
459.9058,350,0.6,396,0,180,0,False,0
459.9151,350,0.6,396,0,180,0,False,0
459.9228,350,0.6,396,0,180,0,False,0
459.9338,350,0.6,396,0,180,0,False,0
459.9398,350,0.6,396,0,180,0,False,0
459.9507,350,0.6,396,0,180,0,False,0
459.9576,350,0.6,396,0,180,0,False,0
459.9668,350,0.6,396,0,180,0,False,0
459.9748,350,0.6,396,0,180,0,False,0
459.9838,350,0.6,396,0,180,0,False,0
459.9908,350,0.6,396,0,180,0,False,0
460.0009,350,0.6,396,0,180,0,False,0
460.0086,350,0.6,396,0,180,0,False,0
460.0178,350,0.6,396,0,180,0,False,0
460.0255,350,0.6,396,0,180,0,False,0
460.0364,350,0.6,396,0,180,0,False,0
460.0446,350,0.6,396,0,180,0,False,0
460.0526,350,0.6,396,0,180,0,False,0
460.06,350,0.6,396,0,180,0,False,0
460.0705,350,0.6,396,0,180,0,False,0
460.0805,350,0.6,396,0,180,0,False,0
460.0875,350,0.6,396,0,180,0,False,0
460.0984,350,0.6,396,0,180,0,False,0
460.1045,350,0.6,396,0,180,0,False,0
460.1144,350,0.6,396,0,180,0,False,0
460.1214,350,0.6,396,0,180,0,False,0
460.1313,350,0.6,396,0,180,0,False,0
460.1383,350,0.6,396,0,180,0,False,0
460.1483,350,0.6,396,0,180,0,False,0
460.1562,350,0.6,396,0,180,0,False,0
460.1662,350,0.6,396,0,180,0,False,0
460.1723,350,0.6,396,0,180,0,False,0
460.1831,350,0.6,396,0,180,0,False,0
460.1902,350,0.6,396,0,180,0,False,0
460.1991,350,0.6,396,0,180,0,False,0
460.2053,350,0.6,396,0,180,0,False,0
460.2151,350,0.6,396,0,180,0,False,0
460.2222,350,0.6,396,0,180,0,False,0
460.2322,350,0.6,396,0,180,0,False,0
460.24,350,0.6,396,0,180,0,False,0
460.2489,350,0.6,396,0,180,0,False,0
460.2551,350,0.6,396,0,180,0,False,0
460.2651,350,0.6,396,0,180,0,False,0
460.2729,350,0.6,396,0,180,0,False,0
460.2819,350,0.6,396,0,180,0,False,0
460.288,350,0.6,396,0,180,0,False,0
460.298,350,0.6,396,0,180,0,False,0
460.3049,350,0.6,396,0,180,0,False,0
460.3157,350,0.6,396,0,180,0,False,0
460.321,350,0.6,396,0,180,0,False,0
460.3308,350,0.6,396,0,180,0,False,0
460.3378,350,0.6,396,0,180,0,False,0
460.3487,350,0.6,396,0,180,0,False,0
460.3557,350,0.6,396,0,180,0,False,0
460.3648,350,0.6,396,0,180,0,False,0
460.3719,350,0.6,396,0,180,0,False,0
460.3827,350,0.6,396,0,180,0,False,0
460.3896,350,0.6,396,0,180,0,False,0
460.3988,350,0.6,396,0,180,0,False,0
460.4066,350,0.6,396,0,180,0,False,0
460.4158,350,0.6,396,0,180,0,False,0
460.4228,350,0.6,396,0,180,0,False,0
460.4338,350,0.6,396,0,180,0,False,0
460.4416,350,0.6,396,0,180,0,False,0
460.4507,350,0.6,396,0,180,0,False,0
460.4579,350,0.6,396,0,180,0,False,0
460.4677,350,0.6,396,0,180,0,False,0
460.4748,350,0.6,396,0,180,0,False,0
460.4846,350,0.6,396,0,180,0,False,0
460.4924,350,0.6,396,0,180,0,False,0
460.5016,350,0.6,396,0,180,0,False,0
460.5085,350,0.6,396,0,180,0,False,0
460.5176,350,0.6,396,0,180,0,False,0
460.5246,350,0.6,396,0,180,0,False,0
460.5345,350,0.6,396,0,180,0,False,0
460.5414,350,0.6,396,0,180,0,False,0
460.5513,350,0.6,396,0,180,0,False,0
460.5583,350,0.6,396,0,180,0,False,0
460.5682,350,0.6,396,0,180,0,False,0
460.5743,350,0.6,396,0,180,0,False,0
460.5843,350,0.6,396,0,180,0,False,0
460.5905,350,0.6,396,0,180,0,False,0
460.6003,350,0.6,396,0,180,0,False,0
460.6075,350,0.6,396,0,180,0,False,0
460.6173,350,0.6,396,0,180,0,False,0
460.6251,350,0.6,396,0,180,0,False,0
460.6334,350,0.6,396,0,180,0,False,0
460.6404,350,0.6,396,0,180,0,False,0
460.6504,350,0.6,396,0,180,0,False,0
460.6582,350,0.6,396,0,180,0,False,0
460.6673,350,0.6,396,0,180,0,False,0
460.6733,350,0.6,396,0,180,0,False,0
460.6833,350,0.6,396,0,180,0,False,0
460.6902,350,0.6,396,0,180,0,False,0
460.7003,350,0.6,396,0,180,0,False,0
460.7081,350,0.6,396,0,180,0,False,0
460.7181,350,0.6,396,0,180,0,False,0
460.725,350,0.6,396,0,180,0,False,0
460.735,350,0.6,396,0,180,0,False,0
460.7412,350,0.6,396,0,180,0,False,0
460.7512,350,0.6,396,0,180,0,False,0
460.7581,350,0.6,396,0,180,0,False,0
460.768,350,0.6,396,0,180,0,False,0
460.7742,350,0.6,396,0,180,0,False,0
460.784,350,0.6,396,0,180,0,False,0
460.7911,350,0.6,396,0,180,0,False,0
460.801,350,0.6,396,0,180,0,False,0
460.8088,350,0.6,396,0,180,0,False,0
460.8171,350,0.6,396,0,180,0,False,0
460.8241,350,0.6,396,0,180,0,False,0
460.8349,350,0.6,396,0,180,0,False,0
460.8418,350,0.6,396,0,180,0,False,0
460.8509,350,0.6,396,0,180,0,False,0
460.8571,350,0.6,396,0,180,0,False,0
460.867,350,0.6,396,0,180,0,False,0
460.8741,350,0.6,396,0,180,0,False,0
460.8839,350,0.6,396,0,180,0,False,0
460.8918,350,0.6,396,0,180,0,False,0
460.9017,350,0.6,396,0,180,0,False,0
460.9079,350,0.6,396,0,180,0,False,0
460.9178,350,0.6,396,0,180,0,False,0
460.9252,350,0.6,396,0,180,0,False,0
460.9357,350,0.6,396,0,180,0,False,0
460.9448,350,0.6,396,0,180,0,False,0
460.9528,350,0.6,396,0,180,0,False,0
460.9629,350,0.6,396,0,180,0,False,0
460.9707,350,0.6,396,0,180,0,False,0
460.9805,350,0.6,396,0,180,0,False,0
460.9885,350,0.6,396,0,180,0,False,0
460.9985,350,0.6,396,0,180,0,False,0
461.0042,350,0.6,396,0,180,0,False,0
461.0151,350,0.6,396,0,180,0,False,0
461.0221,350,0.6,396,0,180,0,False,0
461.0303,350,0.6,396,0,180,0,False,0
461.0373,350,0.6,396,0,180,0,False,0
461.0472,350,0.6,396,0,180,0,False,0
461.0534,350,0.6,396,0,180,0,False,0
461.0633,350,0.6,396,0,180,0,False,0
461.0703,350,0.6,396,0,180,0,False,0
461.0803,350,0.6,396,0,180,0,False,0
461.0881,350,0.6,396,0,180,0,False,0
461.097,350,0.6,396,0,180,0,False,0
461.1041,350,0.6,396,0,180,0,False,0
461.114,350,0.6,396,0,180,0,False,0
461.1202,350,0.6,396,0,180,0,False,0
461.1302,350,0.6,396,0,180,0,False,0
461.138,350,0.6,396,0,180,0,False,0
461.147,350,0.6,396,0,180,0,False,0
461.1539,350,0.6,396,0,180,0,False,0
461.1649,350,0.6,396,0,180,0,False,0
461.1702,350,0.6,396,0,180,0,False,0
461.1819,350,0.6,396,0,180,0,False,0
461.1879,350,0.6,396,0,180,0,False,0
461.1979,350,0.6,396,0,180,0,False,0
461.2058,350,0.6,396,0,180,0,False,0
461.2157,350,0.6,396,0,180,0,False,0
461.2227,350,0.6,396,0,180,0,False,0
461.2327,350,0.6,396,0,180,0,False,0
461.2387,350,0.6,396,0,180,0,False,0
461.2488,350,0.6,396,0,180,0,False,0
461.2567,350,0.6,396,0,180,0,False,0
461.2666,350,0.6,396,0,180,0,False,0
461.2728,350,0.6,396,0,180,0,False,0
461.2827,350,0.6,396,0,180,0,False,0
461.2905,350,0.6,396,0,180,0,False,0
461.2995,350,0.6,396,0,180,0,False,0
461.3056,350,0.6,396,0,180,0,False,0
461.3157,350,0.6,396,0,180,0,False,0
461.3226,350,0.6,396,0,180,0,False,0
461.3325,350,0.6,396,0,180,0,False,0
461.3395,350,0.6,396,0,180,0,False,0
461.3494,350,0.6,396,0,180,0,False,0
461.3564,350,0.6,396,0,180,0,False,0
461.3664,350,0.6,396,0,180,0,False,0
461.3725,350,0.6,396,0,180,0,False,0
461.3824,350,0.6,396,0,180,0,False,0
461.3904,350,0.6,396,0,180,0,False,0
461.4003,350,0.6,396,0,180,0,False,0
461.4064,350,0.6,396,0,180,0,False,0
461.4166,350,0.6,396,0,180,0,False,0
461.4243,350,0.6,396,0,180,0,False,0
461.4342,350,0.6,396,0,180,0,False,0
461.4412,350,0.6,396,0,180,0,False,0
461.4511,350,0.6,396,0,180,0,False,0
461.4593,350,0.6,396,0,180,0,False,0
461.4683,350,0.6,396,0,180,0,False,0
461.4774,350,0.6,396,0,180,0,False,0
461.4853,350,0.6,396,0,180,0,False,0
461.4944,350,0.6,396,0,180,0,False,0
461.5023,350,0.6,396,0,180,0,False,0
461.5122,350,0.6,396,0,180,0,False,0
461.5192,350,0.6,396,0,180,0,False,0
461.5292,350,0.6,396,0,180,0,False,0
461.537,350,0.6,396,0,180,0,False,0
461.5461,350,0.6,396,0,180,0,False,0
461.5521,350,0.6,396,0,180,0,False,0
461.5622,350,0.6,396,0,180,0,False,0
461.57,350,0.6,396,0,180,0,False,0
461.58,350,0.6,396,0,180,0,False,0
461.5861,350,0.6,396,0,180,0,False,0
461.596,350,0.6,396,0,180,0,False,0
461.6039,350,0.6,396,0,180,0,False,0
461.6131,350,0.6,396,0,180,0,False,0
461.6203,350,0.6,396,0,180,0,False,0
461.6302,350,0.6,396,0,180,0,False,0
461.6371,350,0.6,396,0,180,0,False,0
461.6471,350,0.6,396,0,180,0,False,0
461.6549,350,0.6,396,0,180,0,False,0
461.6641,350,0.6,396,0,180,0,False,0
461.671,350,0.6,396,0,180,0,False,0
461.681,350,0.6,396,0,180,0,False,0
461.6888,350,0.6,396,0,180,0,False,0
461.698,350,0.6,396,0,180,0,False,0
461.705,350,0.6,396,0,180,0,False,0
461.7149,350,0.6,396,0,180,0,False,0
461.7211,350,0.6,396,0,180,0,False,0
461.7309,350,0.6,396,0,180,0,False,0
461.7379,350,0.6,396,0,180,0,False,0
461.7478,350,0.6,396,0,180,0,False,0
461.7548,350,0.6,396,0,180,0,False,0
461.7647,350,0.63,395.9,0,180,0,False,0
461.7708,350,0.63,395.9,0,180,0,False,0
461.7808,350,0.63,395.8,0,180,0,False,0
461.7886,350,0.63,395.8,0,180,0,False,0
461.7985,350,0.63,395.8,0,180,0,False,0
461.8046,350,0.63,395.7,0,180,0,False,0
461.8146,350,0.63,395.7,0,180,0,False,0
461.8217,350,0.63,395.6,0,180,0,False,0
461.8316,350,0.63,395.6,0,180,0,False,0
461.8395,350,0.63,395.6,0,180,0,False,0
461.8495,350,0.63,395.5,0,180,0,False,0
461.8555,350,0.63,395.5,0,180,0,False,0
461.8656,350,0.63,395.4,0,180,0,False,0
461.8726,350,0.63,395.4,0,180,0,False,0
461.8827,350,0.63,395.3,0,180,0,False,0
461.8904,350,0.63,395.3,0,180,0,False,0
461.9014,350,0.63,395.2,0,180,0,False,0
461.9083,350,0.63,395.2,0,180,0,False,0
461.9175,350,0.63,395.2,0,180,0,False,0
461.9254,350,0.63,395.1,0,180,0,False,0
461.9345,350,0.63,395.1,0,180,0,False,0
461.9421,350,0.63,395,0,180,0,False,0
461.9522,350,0.63,395,0,180,0,False,0
461.9606,350,0.63,394.9,0,180,0,False,0
461.9693,350,0.63,394.9,0,180,0,False,0
461.9792,350,0.63,394.9,0,180,0,False,0
461.9862,350,0.63,394.8,0,180,0,False,0
461.9961,350,0.63,394.8,0,180,0,False,0
462.0023,350,0.63,394.7,0,180,0,False,0
462.0123,350,0.63,394.7,0,180,0,False,0
462.0201,350,0.63,394.6,0,180,0,False,0
462.0293,350,0.63,394.6,0,180,0,False,0
462.0362,350,0.63,394.6,0,180,0,False,0
462.0462,350,0.63,394.5,0,180,0,False,0
462.054,350,0.63,394.5,0,180,0,False,0
462.064,350,0.63,394.4,0,180,0,False,0
462.071,350,0.63,394.4,0,180,0,False,0
462.081,350,0.63,394.3,0,180,0,False,0
462.087,350,0.63,394.3,0,180,0,False,0
462.097,350,0.63,394.3,0,180,0,False,0
462.1049,350,0.63,394.2,0,180,0,False,0
462.1149,350,0.63,394.2,0,180,0,False,0
462.1219,350,0.63,394.1,0,180,0,False,0
462.1319,350,0.63,394.1,0,180,0,False,0
462.1379,350,0.63,394.1,0,180,0,False,0
462.148,350,0.63,394,0,180,0,False,0
462.1549,350,0.63,394,0,180,0,False,0
462.1648,350,0.63,393.9,0,180,0,False,0
462.171,350,0.63,393.9,0,180,0,False,0
462.1809,350,0.63,393.8,0,180,0,False,0
462.1887,350,0.63,393.8,0,180,0,False,0
462.1987,350,0.63,393.8,0,180,0,False,0
462.2047,350,0.63,393.7,0,180,0,False,0
462.2148,350,0.63,393.7,0,180,0,False,0
462.221,350,0.63,393.6,0,180,0,False,0
462.231,350,0.63,393.6,0,180,0,False,0
462.2379,350,0.63,393.6,0,180,0,False,0
462.2478,350,0.63,393.5,0,180,0,False,0
462.2549,350,0.63,393.5,0,180,0,False,0
462.2649,350,0.63,393.4,0,180,0,False,0
462.2718,350,0.63,393.4,0,180,0,False,0
462.2818,350,0.63,393.3,0,180,0,False,0
462.2898,350,0.63,393.3,0,180,0,False,0
462.2997,350,0.63,393.3,0,180,0,False,0
