time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,gameIsPaused,trialEvent
653.184,393.9362,0.63,364.1254,0,97.1176,0,False,0
653.1943,393.7486,0.6,364.2148,0,252,0,False,0
653.2463,393.7486,0.6,364.2148,0,252,0,False,0
653.2626,393.7486,0.6,364.2148,0,252,0,False,0
653.2649,393.7486,0.6,364.2148,0,252,0,False,0
653.267,393.7486,0.6,364.2148,0,252,0,False,0
653.2728,393.7486,0.6,364.2148,0,252,0,False,0
653.2848,393.7486,0.6,364.2148,0,252,0,False,0
653.2914,393.7486,0.6,364.2148,0,252,0,False,0
653.3029,393.7486,0.6,364.2148,0,252,0,False,0
653.3129,393.7486,0.6,364.2148,0,252,0,False,0
653.3208,393.7486,0.6,364.2148,0,252,0,False,0
653.3328,393.7486,0.6,364.2148,0,252,0,False,0
653.3403,393.7486,0.6,364.2148,0,252,0,False,0
653.3504,393.7486,0.6,364.2148,0,252,0,False,0
653.3593,393.7486,0.6,364.2148,0,252,0,False,0
653.3693,393.7486,0.6,364.2148,0,252,0,False,0
653.381,393.7486,0.6,364.2148,0,252,0,False,0
653.3872,393.7486,0.6,364.2148,0,252,0,False,0
653.3983,393.7486,0.6,364.2148,0,252,0,False,0
653.4064,393.7486,0.6,364.2148,0,252,0,False,0
653.4172,393.7486,0.6,364.2148,0,252,0,False,0
653.4247,393.7486,0.6,364.2148,0,252,0,False,0
653.4352,393.7486,0.6,364.2148,0,252,0,False,0
653.4471,393.7486,0.6,364.2148,0,252,0,False,0
653.4551,393.7486,0.6,364.2148,0,252,0,False,0
653.466,393.7486,0.6,364.2148,0,252,0,False,0
653.4722,393.7486,0.6,364.2148,0,252,0,False,0
653.484,393.7486,0.6,364.2148,0,252,0,False,0
653.4934,393.7486,0.6,364.2148,0,252,0,False,0
653.5021,393.7486,0.6,364.2148,0,252,0,False,0
653.5131,393.7486,0.6,364.2148,0,252,0,False,0
653.5211,393.7486,0.6,364.2148,0,252,0,False,0
653.532,393.7486,0.6,364.2148,0,252,0,False,0
653.5391,393.7486,0.6,364.2148,0,252,0,False,0
653.5508,393.7486,0.6,364.2148,0,252,0,False,0
653.5601,393.7486,0.6,364.2148,0,252,0,False,0
653.569,393.7486,0.6,364.2148,0,252,0,False,0
653.5807,393.7486,0.6,364.2148,0,252,0,False,0
653.587,393.7486,0.6,364.2148,0,252,0,False,0
653.5987,393.7486,0.6,364.2148,0,252,0,False,0
653.6058,393.7486,0.6,364.2148,0,252,0,False,0
653.6177,393.7486,0.6,364.2148,0,252,0,False,0
653.6254,393.7486,0.6,364.2148,0,252,0,False,0
653.6376,393.7486,0.6,364.2148,0,252,0,False,0
653.6477,393.7486,0.6,364.2148,0,252,0,False,0
653.6557,393.7486,0.6,364.2148,0,252,0,False,0
653.6668,393.7486,0.6,364.2148,0,252,0,False,0
653.6755,393.7486,0.6,364.2148,0,252,0,False,0
653.6877,393.7486,0.6,364.2148,0,252,0,False,0
653.6989,393.7486,0.6,364.2148,0,252,0,False,0
653.707,393.7486,0.6,364.2148,0,252,0,False,0
653.7171,393.7486,0.6,364.2148,0,252,0,False,0
653.7261,393.7486,0.6,364.2148,0,252,0,False,0
653.7363,393.7486,0.6,364.2148,0,252,0,False,0
653.7482,393.7486,0.6,364.2148,0,252,0,False,0
653.7552,393.7486,0.6,364.2148,0,252,0,False,0
653.7672,393.7486,0.6,364.2148,0,252,0,False,0
653.7764,393.7486,0.6,364.2148,0,252,0,False,0
653.7861,393.7486,0.6,364.2148,0,252,0,False,0
653.7979,393.7486,0.6,364.2148,0,252,0,False,0
653.8051,393.7486,0.6,364.2148,0,252,0,False,0
653.8159,393.7486,0.6,364.2148,0,252,0,False,0
653.8232,393.7486,0.6,364.2148,0,252,0,False,0
653.8348,393.7486,0.6,364.2148,0,252,0,False,0
653.8438,393.7486,0.6,364.2148,0,252,0,False,0
653.8538,393.7486,0.6,364.2148,0,252,0,False,0
653.8639,393.7486,0.6,364.2148,0,252,0,False,0
653.8717,393.7486,0.6,364.2148,0,252,0,False,0
653.8826,393.7486,0.6,364.2148,0,252,0,False,0
653.8905,393.7486,0.6,364.2148,0,252,0,False,0
653.9019,393.7486,0.6,364.2148,0,252,0,False,0
653.9091,393.7486,0.6,364.2148,0,252,0,False,0
653.9206,393.7486,0.6,364.2148,0,252,0,False,0
653.9306,393.7486,0.6,364.2148,0,252,0,False,0
653.9386,393.7486,0.6,364.2148,0,252,0,False,0
653.9487,393.7486,0.6,364.2148,0,252,0,False,0
653.9567,393.7486,0.6,364.2148,0,252,0,False,0
653.9676,393.7486,0.6,364.2148,0,252,0,False,0
653.9752,393.7486,0.6,364.2148,0,252,0,False,0
653.9865,393.7486,0.6,364.2148,0,252,0,False,0
653.9966,393.7486,0.6,364.2148,0,252,0,False,0
654.0046,393.7486,0.6,364.2148,0,252,0,False,0
654.0154,393.7486,0.6,364.2148,0,252,0,False,0
654.0226,393.7486,0.6,364.2148,0,252,0,False,0
654.0344,393.7486,0.6,364.2148,0,252,0,False,0
654.0437,393.7486,0.6,364.2148,0,252,0,False,0
654.0533,393.7486,0.6,364.2148,0,252,0,False,0
